vehicle_id,location,vehicle_type,date,maintenance_type,cost,downtime_days
7I4S7H,Central,SUV,2023-07-13,Oil Change,82.95,0.5
7I4S7H,Central,SUV,2023-07-16,Oil Change,62.81,0.5
7I4S7H,Central,SUV,2023-07-24,Oil Change,82.69,0.5
7I4S7H,Central,SUV,2023-08-07,Oil Change,76.89,0.5
7I4S7H,Central,SUV,2023-09-05,Oil Change,74.0,0.5
7I4S7H,Central,SUV,2023-09-11,Oil Change,65.22,0.5
7I4S7H,Central,SUV,2023-09-16,Oil Change,91.99,0.5
7I4S7H,Central,SUV,2023-11-01,Oil Change,90.76,0.5
7I4S7H,Central,SUV,2023-11-06,Oil Change,76.44,0.5
7I4S7H,Central,SUV,2024-01-03,Oil Change,109.12,0.5
7I4S7H,Central,SUV,2024-01-22,Oil Change,74.84,0.5
7I4S7H,Central,SUV,2024-02-03,Oil Change,38.84,0.5
7I4S7H,Central,SUV,2024-02-15,Oil Change,70.41,0.5
7I4S7H,Central,SUV,2024-02-19,Oil Change,83.59,0.5
7I4S7H,Central,SUV,2024-03-03,Oil Change,92.0,0.5
7I4S7H,Central,SUV,2024-03-20,Oil Change,88.34,0.5
7I4S7H,Central,SUV,2024-04-29,Oil Change,103.19,0.5
7I4S7H,Central,SUV,2024-05-05,Oil Change,74.6,0.5
7I4S7H,Central,SUV,2024-05-07,Oil Change,68.91,0.5
7I4S7H,Central,SUV,2024-05-14,Oil Change,95.7,0.5
7I4S7H,Central,SUV,2024-06-01,Oil Change,38.15,0.5
7I4S7H,Central,SUV,2024-06-09,Oil Change,80.05,0.5
7I4S7H,Central,SUV,2023-02-21,Tire Rotation,89.9,0.5
7I4S7H,Central,SUV,2023-03-30,Tire Rotation,100.12,0.5
7I4S7H,Central,SUV,2023-05-10,Tire Rotation,113.14,0.5
7I4S7H,Central,SUV,2023-05-30,Tire Rotation,91.43,0.5
7I4S7H,Central,SUV,2023-08-26,Tire Rotation,111.02,0.5
7I4S7H,Central,SUV,2023-09-29,Tire Rotation,98.27,0.5
7I4S7H,Central,SUV,2023-12-19,Tire Rotation,97.63,0.5
7I4S7H,Central,SUV,2023-01-15,Brake Service,217.57,1.0
7I4S7H,Central,SUV,2023-03-05,Brake Service,245.18,1.0
7I4S7H,Central,SUV,2023-08-09,Brake Service,329.47,1.0
7I4S7H,Central,SUV,2023-11-17,Brake Service,398.86,1.0
7I4S7H,Central,SUV,2024-01-31,Brake Service,63.63,1.0
7I4S7H,Central,SUV,2023-07-03,Engine Repair,778.43,2.5
7I4S7H,Central,SUV,2023-05-03,Recall/Inspection,182.69,1.0
JUTFXO,North,Full-Size,2023-03-26,Oil Change,80.0,0.5
JUTFXO,North,Full-Size,2023-03-31,Oil Change,101.94,0.5
JUTFXO,North,Full-Size,2023-05-20,Oil Change,66.17,0.5
JUTFXO,North,Full-Size,2023-06-01,Oil Change,82.31,0.5
JUTFXO,North,Full-Size,2023-07-03,Oil Change,74.42,0.5
JUTFXO,North,Full-Size,2023-07-31,Oil Change,105.81,0.5
JUTFXO,North,Full-Size,2023-08-03,Oil Change,80.8,0.5
JUTFXO,North,Full-Size,2023-08-07,Oil Change,85.31,0.5
JUTFXO,North,Full-Size,2023-08-15,Oil Change,85.17,0.5
JUTFXO,North,Full-Size,2023-08-19,Oil Change,87.98,0.5
JUTFXO,North,Full-Size,2023-09-01,Oil Change,60.07,0.5
JUTFXO,North,Full-Size,2023-09-02,Oil Change,85.51,0.5
JUTFXO,North,Full-Size,2023-11-01,Oil Change,99.19,0.5
JUTFXO,North,Full-Size,2023-11-07,Oil Change,63.61,0.5
JUTFXO,North,Full-Size,2023-11-18,Oil Change,71.28,0.5
JUTFXO,North,Full-Size,2023-11-22,Oil Change,58.77,0.5
JUTFXO,North,Full-Size,2023-11-26,Oil Change,81.04,0.5
JUTFXO,North,Full-Size,2023-12-20,Oil Change,113.45,0.5
JUTFXO,North,Full-Size,2023-12-27,Oil Change,96.81,0.5
JUTFXO,North,Full-Size,2024-03-24,Oil Change,86.67,0.5
JUTFXO,North,Full-Size,2024-04-13,Oil Change,19.67,0.5
JUTFXO,North,Full-Size,2024-05-01,Oil Change,98.09,0.5
JUTFXO,North,Full-Size,2024-05-18,Oil Change,88.76,0.5
JUTFXO,North,Full-Size,2024-06-01,Oil Change,85.75,0.5
JUTFXO,North,Full-Size,2024-06-15,Oil Change,61.04,0.5
JUTFXO,North,Full-Size,2024-06-18,Oil Change,57.33,0.5
JUTFXO,North,Full-Size,2023-03-14,Tire Rotation,78.15,0.5
JUTFXO,North,Full-Size,2023-07-07,Tire Rotation,144.92,0.5
JUTFXO,North,Full-Size,2023-08-07,Tire Rotation,126.71,0.5
JUTFXO,North,Full-Size,2023-11-17,Tire Rotation,89.82,0.5
JUTFXO,North,Full-Size,2024-02-15,Tire Rotation,114.1,0.5
JUTFXO,North,Full-Size,2023-04-01,Brake Service,452.76,1.0
JUTFXO,North,Full-Size,2023-04-09,Brake Service,358.93,1.0
JUTFXO,North,Full-Size,2023-05-07,Brake Service,352.05,1.0
JUTFXO,North,Full-Size,2023-06-24,Brake Service,221.04,1.0
JUTFXO,North,Full-Size,2023-11-20,Brake Service,390.05,1.0
JUTFXO,North,Full-Size,2023-12-20,Brake Service,336.53,1.0
JUTFXO,North,Full-Size,2024-01-06,Brake Service,312.88,1.0
JUTFXO,North,Full-Size,2024-01-29,Brake Service,211.46,1.0
JUTFXO,North,Full-Size,2024-04-10,Brake Service,302.17,1.0
JUTFXO,North,Full-Size,2024-06-09,Brake Service,351.7,1.0
JUTFXO,North,Full-Size,2023-03-14,Engine Repair,1012.55,2.5
JUTFXO,North,Full-Size,2023-04-13,Engine Repair,1178.65,2.5
JUTFXO,North,Full-Size,2024-05-01,Engine Repair,1108.68,2.5
JUTFXO,North,Full-Size,2024-05-17,Recall/Inspection,86.29,1.0
FSZB7V,West,Compact,2023-04-14,Oil Change,83.45,0.5
FSZB7V,West,Compact,2023-04-24,Oil Change,95.54,0.5
FSZB7V,West,Compact,2023-06-16,Oil Change,76.89,0.5
FSZB7V,West,Compact,2023-06-22,Oil Change,79.11,0.5
FSZB7V,West,Compact,2023-07-11,Oil Change,61.31,0.5
FSZB7V,West,Compact,2023-07-19,Oil Change,71.41,0.5
FSZB7V,West,Compact,2023-07-21,Oil Change,67.81,0.5
FSZB7V,West,Compact,2023-08-03,Oil Change,103.76,0.5
FSZB7V,West,Compact,2023-08-06,Oil Change,103.37,0.5
FSZB7V,West,Compact,2023-09-05,Oil Change,69.39,0.5
FSZB7V,West,Compact,2024-02-05,Oil Change,71.9,0.5
FSZB7V,West,Compact,2024-03-04,Oil Change,118.0,0.5
FSZB7V,West,Compact,2024-03-21,Oil Change,70.06,0.5
FSZB7V,West,Compact,2024-04-18,Oil Change,62.79,0.5
FSZB7V,West,Compact,2024-05-03,Oil Change,53.28,0.5
FSZB7V,West,Compact,2024-06-04,Oil Change,43.34,0.5
FSZB7V,West,Compact,2024-06-24,Oil Change,79.62,0.5
FSZB7V,West,Compact,2023-04-07,Tire Rotation,102.88,0.5
FSZB7V,West,Compact,2023-04-27,Tire Rotation,103.76,0.5
FSZB7V,West,Compact,2023-04-30,Tire Rotation,115.77,0.5
FSZB7V,West,Compact,2023-09-13,Tire Rotation,65.03,0.5
FSZB7V,West,Compact,2023-09-29,Tire Rotation,100.49,0.5
FSZB7V,West,Compact,2024-02-14,Tire Rotation,92.54,0.5
FSZB7V,West,Compact,2024-03-25,Tire Rotation,116.41,0.5
FSZB7V,West,Compact,2024-04-18,Tire Rotation,120.63,0.5
FSZB7V,West,Compact,2024-05-08,Tire Rotation,111.0,0.5
FSZB7V,West,Compact,2023-08-21,Brake Service,524.74,1.0
FSZB7V,West,Compact,2023-12-17,Brake Service,304.35,1.0
FSZB7V,West,Compact,2024-01-22,Brake Service,212.05,1.0
FSZB7V,West,Compact,2024-04-02,Engine Repair,857.96,2.5
FSZB7V,West,Compact,2024-04-04,Engine Repair,1006.02,2.5
FSZB7V,West,Compact,2023-09-02,Recall/Inspection,188.6,1.0
FSZB7V,West,Compact,2023-10-09,Recall/Inspection,248.95,1.0
FSZB7V,West,Compact,2024-01-18,Recall/Inspection,222.66,1.0
J1482H,East,Truck,2023-03-24,Oil Change,81.5,0.5
J1482H,East,Truck,2023-05-04,Oil Change,106.0,0.5
J1482H,East,Truck,2023-06-10,Oil Change,62.93,0.5
J1482H,East,Truck,2023-06-21,Oil Change,149.46,0.5
J1482H,East,Truck,2023-08-06,Oil Change,63.11,0.5
J1482H,East,Truck,2023-08-13,Oil Change,102.47,0.5
J1482H,East,Truck,2023-08-27,Oil Change,102.26,0.5
J1482H,East,Truck,2023-11-06,Oil Change,70.23,0.5
J1482H,East,Truck,2023-12-03,Oil Change,68.03,0.5
J1482H,East,Truck,2024-01-28,Oil Change,80.29,0.5
J1482H,East,Truck,2024-03-11,Oil Change,73.07,0.5
J1482H,East,Truck,2024-04-05,Oil Change,88.42,0.5
J1482H,East,Truck,2024-04-06,Oil Change,70.8,0.5
J1482H,East,Truck,2024-04-13,Oil Change,77.84,0.5
J1482H,East,Truck,2024-04-29,Oil Change,46.22,0.5
J1482H,East,Truck,2024-05-12,Oil Change,57.24,0.5
J1482H,East,Truck,2023-04-22,Tire Rotation,134.82,0.5
J1482H,East,Truck,2023-05-26,Tire Rotation,96.11,0.5
J1482H,East,Truck,2023-07-08,Tire Rotation,119.03,0.5
J1482H,East,Truck,2023-07-31,Tire Rotation,141.48,0.5
J1482H,East,Truck,2023-10-09,Tire Rotation,155.94,0.5
J1482H,East,Truck,2023-11-23,Tire Rotation,101.36,0.5
J1482H,East,Truck,2024-01-13,Tire Rotation,118.79,0.5
J1482H,East,Truck,2024-01-17,Tire Rotation,109.92,0.5
J1482H,East,Truck,2024-04-03,Brake Service,376.4,1.0
J1482H,East,Truck,2024-04-08,Brake Service,397.68,1.0
J1482H,East,Truck,2024-05-12,Brake Service,568.77,1.0
J1482H,East,Truck,2024-06-11,Brake Service,342.41,1.0
J1482H,East,Truck,2024-03-08,Engine Repair,917.35,2.5
J1482H,East,Truck,2023-04-25,Recall/Inspection,148.25,1.0
J1482H,East,Truck,2024-01-31,Recall/Inspection,268.19,1.0
J1482H,East,Truck,2024-03-06,Recall/Inspection,261.7,1.0
J1482H,East,Truck,2024-04-04,Recall/Inspection,195.05,1.0
FH5KL6,Central,SUV,2023-02-18,Oil Change,78.54,0.5
FH5KL6,Central,SUV,2023-02-21,Oil Change,48.66,0.5
FH5KL6,Central,SUV,2023-03-24,Oil Change,41.74,0.5
FH5KL6,Central,SUV,2023-03-27,Oil Change,71.85,0.5
FH5KL6,Central,SUV,2023-05-13,Oil Change,98.14,0.5
FH5KL6,Central,SUV,2023-06-06,Oil Change,80.64,0.5
FH5KL6,Central,SUV,2023-06-25,Oil Change,80.53,0.5
FH5KL6,Central,SUV,2023-07-12,Oil Change,78.39,0.5
FH5KL6,Central,SUV,2023-07-13,Oil Change,88.01,0.5
FH5KL6,Central,SUV,2023-08-29,Oil Change,82.3,0.5
FH5KL6,Central,SUV,2023-10-11,Oil Change,81.64,0.5
FH5KL6,Central,SUV,2023-11-04,Oil Change,72.86,0.5
FH5KL6,Central,SUV,2023-11-05,Oil Change,39.69,0.5
FH5KL6,Central,SUV,2023-11-06,Oil Change,92.58,0.5
FH5KL6,Central,SUV,2023-11-13,Oil Change,65.11,0.5
FH5KL6,Central,SUV,2024-01-29,Oil Change,79.55,0.5
FH5KL6,Central,SUV,2024-02-15,Oil Change,79.05,0.5
FH5KL6,Central,SUV,2024-03-09,Oil Change,58.65,0.5
FH5KL6,Central,SUV,2024-05-03,Oil Change,107.65,0.5
FH5KL6,Central,SUV,2024-05-13,Oil Change,79.33,0.5
FH5KL6,Central,SUV,2024-05-27,Oil Change,78.63,0.5
FH5KL6,Central,SUV,2024-06-05,Oil Change,80.85,0.5
FH5KL6,Central,SUV,2024-06-08,Oil Change,75.59,0.5
FH5KL6,Central,SUV,2024-06-19,Oil Change,104.9,0.5
FH5KL6,Central,SUV,2024-06-20,Oil Change,61.11,0.5
FH5KL6,Central,SUV,2023-02-05,Tire Rotation,99.89,0.5
FH5KL6,Central,SUV,2023-02-09,Tire Rotation,75.71,0.5
FH5KL6,Central,SUV,2023-03-04,Tire Rotation,129.43,0.5
FH5KL6,Central,SUV,2023-04-07,Tire Rotation,135.97,0.5
FH5KL6,Central,SUV,2023-04-10,Tire Rotation,82.32,0.5
FH5KL6,Central,SUV,2023-05-22,Tire Rotation,95.58,0.5
FH5KL6,Central,SUV,2023-08-11,Tire Rotation,149.77,0.5
FH5KL6,Central,SUV,2024-02-01,Tire Rotation,100.25,0.5
FH5KL6,Central,SUV,2024-02-16,Tire Rotation,103.58,0.5
FH5KL6,Central,SUV,2023-07-05,Brake Service,252.61,1.0
FH5KL6,Central,SUV,2023-11-30,Brake Service,362.72,1.0
FH5KL6,Central,SUV,2024-03-13,Brake Service,163.49,1.0
FH5KL6,Central,SUV,2024-06-13,Brake Service,402.43,1.0
FH5KL6,Central,SUV,2023-08-07,Engine Repair,883.81,2.5
FH5KL6,Central,SUV,2024-05-24,Engine Repair,720.26,2.5
FH5KL6,Central,SUV,2024-06-08,Engine Repair,1123.86,2.5
FH5KL6,Central,SUV,2024-03-15,Recall/Inspection,171.19,1.0
HOKKV0,East,SUV,2023-03-01,Oil Change,73.35,0.5
HOKKV0,East,SUV,2023-03-11,Oil Change,87.51,0.5
HOKKV0,East,SUV,2023-03-16,Oil Change,75.28,0.5
HOKKV0,East,SUV,2023-03-30,Oil Change,94.56,0.5
HOKKV0,East,SUV,2023-04-02,Oil Change,79.39,0.5
HOKKV0,East,SUV,2023-06-18,Oil Change,59.42,0.5
HOKKV0,East,SUV,2023-06-20,Oil Change,45.33,0.5
HOKKV0,East,SUV,2023-07-02,Oil Change,115.1,0.5
HOKKV0,East,SUV,2023-07-17,Oil Change,54.94,0.5
HOKKV0,East,SUV,2023-08-04,Oil Change,42.08,0.5
HOKKV0,East,SUV,2023-08-09,Oil Change,64.88,0.5
HOKKV0,East,SUV,2023-08-18,Oil Change,71.35,0.5
HOKKV0,East,SUV,2023-10-24,Oil Change,27.41,0.5
HOKKV0,East,SUV,2023-10-25,Oil Change,67.4,0.5
HOKKV0,East,SUV,2023-11-21,Oil Change,42.99,0.5
HOKKV0,East,SUV,2024-01-08,Oil Change,55.53,0.5
HOKKV0,East,SUV,2024-01-20,Oil Change,106.31,0.5
HOKKV0,East,SUV,2024-03-19,Oil Change,90.99,0.5
HOKKV0,East,SUV,2024-03-31,Oil Change,74.67,0.5
HOKKV0,East,SUV,2024-05-16,Oil Change,25.07,0.5
HOKKV0,East,SUV,2024-05-18,Oil Change,58.16,0.5
HOKKV0,East,SUV,2024-05-24,Oil Change,76.97,0.5
HOKKV0,East,SUV,2023-06-20,Tire Rotation,135.92,0.5
HOKKV0,East,SUV,2023-06-22,Tire Rotation,94.44,0.5
HOKKV0,East,SUV,2023-09-17,Tire Rotation,130.85,0.5
HOKKV0,East,SUV,2023-11-08,Tire Rotation,119.46,0.5
HOKKV0,East,SUV,2023-11-29,Tire Rotation,117.23,0.5
HOKKV0,East,SUV,2023-12-03,Tire Rotation,107.11,0.5
HOKKV0,East,SUV,2023-12-19,Tire Rotation,137.75,0.5
HOKKV0,East,SUV,2024-06-08,Tire Rotation,140.42,0.5
HOKKV0,East,SUV,2024-06-13,Tire Rotation,112.45,0.5
HOKKV0,East,SUV,2023-10-20,Brake Service,298.22,1.0
HOKKV0,East,SUV,2024-01-31,Brake Service,367.34,1.0
HOKKV0,East,SUV,2024-02-21,Brake Service,430.14,1.0
HOKKV0,East,SUV,2023-09-23,Engine Repair,1171.57,2.5
HOKKV0,East,SUV,2024-05-24,Engine Repair,482.35,2.5
HOKKV0,East,SUV,2023-04-18,Recall/Inspection,151.6,1.0
HOKKV0,East,SUV,2023-12-31,Recall/Inspection,164.03,1.0
JBXTXQ,North,Compact,2023-04-08,Oil Change,59.72,0.5
JBXTXQ,North,Compact,2023-05-05,Oil Change,89.3,0.5
JBXTXQ,North,Compact,2023-05-31,Oil Change,50.09,0.5
JBXTXQ,North,Compact,2023-07-06,Oil Change,105.51,0.5
JBXTXQ,North,Compact,2023-08-04,Oil Change,113.58,0.5
JBXTXQ,North,Compact,2023-08-13,Oil Change,76.83,0.5
JBXTXQ,North,Compact,2023-09-06,Oil Change,88.0,0.5
JBXTXQ,North,Compact,2023-09-22,Oil Change,61.28,0.5
JBXTXQ,North,Compact,2023-10-06,Oil Change,71.42,0.5
JBXTXQ,North,Compact,2023-10-10,Oil Change,61.51,0.5
JBXTXQ,North,Compact,2023-10-15,Oil Change,110.71,0.5
JBXTXQ,North,Compact,2024-01-30,Oil Change,79.79,0.5
JBXTXQ,North,Compact,2024-03-28,Oil Change,87.21,0.5
JBXTXQ,North,Compact,2024-06-05,Oil Change,58.47,0.5
JBXTXQ,North,Compact,2023-06-29,Tire Rotation,200.98,0.5
JBXTXQ,North,Compact,2023-07-09,Tire Rotation,124.89,0.5
JBXTXQ,North,Compact,2023-09-13,Tire Rotation,125.09,0.5
JBXTXQ,North,Compact,2023-10-04,Tire Rotation,182.28,0.5
JBXTXQ,North,Compact,2023-11-10,Tire Rotation,131.3,0.5
JBXTXQ,North,Compact,2024-01-07,Tire Rotation,92.44,0.5
JBXTXQ,North,Compact,2024-04-07,Tire Rotation,109.93,0.5
JBXTXQ,North,Compact,2024-04-10,Tire Rotation,129.88,0.5
JBXTXQ,North,Compact,2024-06-08,Tire Rotation,151.84,0.5
JBXTXQ,North,Compact,2023-06-03,Brake Service,386.94,1.0
JBXTXQ,North,Compact,2023-06-06,Brake Service,330.46,1.0
JBXTXQ,North,Compact,2024-05-28,Brake Service,463.91,1.0
JBXTXQ,North,Compact,2023-04-10,Engine Repair,729.28,2.5
JBXTXQ,North,Compact,2023-05-18,Recall/Inspection,245.62,1.0
JBXTXQ,North,Compact,2023-06-24,Recall/Inspection,214.3,1.0
JBXTXQ,North,Compact,2023-08-02,Recall/Inspection,135.41,1.0
JBXTXQ,North,Compact,2023-09-28,Recall/Inspection,216.41,1.0
JBXTXQ,North,Compact,2023-11-05,Recall/Inspection,193.64,1.0
JBXTXQ,North,Compact,2024-01-22,Recall/Inspection,215.09,1.0
1W10RL,South,Mid-Size,2023-02-10,Oil Change,88.62,0.5
1W10RL,South,Mid-Size,2023-03-29,Oil Change,78.15,0.5
1W10RL,South,Mid-Size,2023-04-12,Oil Change,104.8,0.5
1W10RL,South,Mid-Size,2023-05-05,Oil Change,85.33,0.5
1W10RL,South,Mid-Size,2023-05-16,Oil Change,63.37,0.5
1W10RL,South,Mid-Size,2023-06-21,Oil Change,59.61,0.5
1W10RL,South,Mid-Size,2023-06-26,Oil Change,65.11,0.5
1W10RL,South,Mid-Size,2023-07-02,Oil Change,74.68,0.5
1W10RL,South,Mid-Size,2023-07-24,Oil Change,73.29,0.5
1W10RL,South,Mid-Size,2023-07-26,Oil Change,70.86,0.5
1W10RL,South,Mid-Size,2023-09-09,Oil Change,93.71,0.5
1W10RL,South,Mid-Size,2023-09-24,Oil Change,85.26,0.5
1W10RL,South,Mid-Size,2023-10-19,Oil Change,60.5,0.5
1W10RL,South,Mid-Size,2024-01-12,Oil Change,62.37,0.5
1W10RL,South,Mid-Size,2024-03-06,Oil Change,92.79,0.5
1W10RL,South,Mid-Size,2024-03-16,Oil Change,103.71,0.5
1W10RL,South,Mid-Size,2024-03-24,Oil Change,108.48,0.5
